injury_body_part,rotoworld_id,full_name,news_updated,number,active,birth_country,practice_participation,depth_chart_position,practice_description,team,birth_state,player_id,status,pandascore_id,depth_chart_order,college,yahoo_id,injury_start_date,oddsjam_id,fantasy_data_id,opta_id,swish_id,height,team_abbr,espn_id,hashtag,birth_city,rotowire_id,sport,competitions,high_school,fantasy_positions,last_name,gsis_id,injury_status,search_rank,search_full_name,team_changed_at,weight,search_first_name,sportradar_id,search_last_name,position,years_exp,age,birth_date,first_name,stats_id,injury_notes,metadata.channel_id,metadata.rookie_year,metadata.years_exp_shift,metadata,metadata.source_id,metadata.override_active,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2024_6,metadata.name,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2021_3,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_10,metadata.injury_override_post_2024_3,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2024_8,metadata.injury_override_regular_2024_17,metadata.injury_override_regular_2024_13
,,Jordan Berry,1630643715014.0,4.0,True,,,,,,,2975,Active,,,Eastern Kentucky,28388.0,,,17470.0,,516117.0,77,,2472364.0,#jordanberry-NFL-FA-4,,10172.0,nfl,[],Melbourne (AUS),['P'],Berry,00-0031502,,9999999.0,jordanberry,,195,jordan,e20a7609-8129-400f-87b9-d11dda3836b4,berry,P,7.0,31.0,1991-03-18,Jordan,,,1116852826807468032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8020.0,Jacquies Smith,1543272904519.0,93.0,False,,,,,,,1773,Inactive,,,Missouri,26300.0,,,15843.0,,,74,,15356.0,#jacquiessmith-NFL-FA-93,,8151.0,nfl,[],South Oak Cliff (TX),"['DL', 'LB']",Smith,00-0029112,,9999999.0,jacquiessmith,,260,jacquies,3add1dd8-32aa-44a5-b69a-b0ad2eace07b,smith,DE,10.0,31.0,1990-03-18,Jacquies,463445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nick Scott,1742844048793.0,21.0,True,,,FS,,CAR,,6301,Active,,2.0,Penn State,32075.0,,94AF5BE90AE0,21131.0,,836171.0,71,,3116179.0,#nickscott-NFL-CAR-21,,13958.0,nfl,[],Fairfax (VA),['DB'],Scott, 00-0035669,,9999999.0,nickscott,,200,nick,4d383922-53ab-48f8-bb8a-29176ea3ffbc,scott,DB,6.0,30.0,1995-05-17,Nick,,,1113708883022475264,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bookie Radley-Hiles,,0.0,True,,,,,,,8782,Active,,,Washington,,,,,,1107847.0,69,,,#bookieradleyhiles-NFL-FA-0,,,nfl,[],IMG Academy (FL),['DB'],Radley-Hiles,,,9999999.0,bookieradleyhiles,,183,bookie,71a685e0-d2f2-11ec-96a0-c3471a31202c,radleyhiles,DB,1.0,,,Bookie,,,1116853529735069696,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Wyatt Hubert,1660421750645.0,56.0,True,,,,,,,7769,Active,,,Kansas State,,,,,,977914.0,75,,,#wyatthubert-NFL-FA-56,,15457.0,nfl,[],Shawnee Heights (KS),['DL'],Hubert,,,9999999.0,wyatthubert,,260,wyatt,f94e5435-8cfe-411d-97c4-b5324f7f3a54,hubert,DE,1.0,24.0,1998-06-13,Wyatt,,,1116853418187554816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Reggie Diggs,,17.0,True,,,,,,,3655,Active,,,Richmond,29690.0,,,18448.0,,,76,,,#reggiediggs-NFL-FA-17,,11264.0,nfl,[],Surry County,['WR'],Diggs,,,9999999.0,reggiediggs,,200,reggie,4f24211d-94b6-4245-bb2e-7c8eca00e819,diggs,WR,6.0,28.0,1993-05-08,Reggie,659357.0,,1116852890426671104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Brandon Chubb,1565471128283.0,0.0,True,,,,,,,3742,Active,,,Wake Forest,29713.0,,,18554.0,,,73,,2577919.0,#brandonchubb-NFL-FA-0,,11570.0,nfl,[],Hillgrove (GA),['LB'],Chubb,00-0032670,,9999999.0,brandonchubb,,245,brandon,e549984f-1414-4468-9645-4766ba767510,chubb,OLB,6.0,28.0,1993-10-21,Brandon,,,1116852902942474240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T.J. Pledger,1661211310021.0,0.0,True,,,,,,,8407,Active,,,Utah,,,,,,1107843.0,69,,,#tjpledger-NFL-FA-0,,16618.0,nfl,[],IMG Academy (FL),['RB'],Pledger,,,9999999.0,tjpledger,,196,tj,d607d750-d554-11ec-addb-6dd6dcd40f21,pledger,RB,1.0,22.0,2000-02-24,T.J.,,,1116853486416297984,,1,,63fb24f3-ea2d-4251-a89b-3a55b547c800,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mario Hull,,0.0,True,,,,,,,2800,Active,,,Rice,29154.0,,,17268.0,,,73,,2515652.0,#mariohull-NFL-FA-0,,,nfl,[],Rice Consolidated,['WR'],Hull,,,9999999.0,mariohull,,200,mario,b5745416-c048-4f01-8280-c2f2f31652cc,hull,WR,10.0,32.0,1992-08-29,Mario,550958.0,,1202954210623094784,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Derrick Kelly II,,0.0,True,,,,,NO,,6752,Active,,,Florida State,,,,21671.0,,,,,,#derrickkellyii-NFL-NO-0,,,nfl,[],,,Kelly II,,,9999999.0,derrickkellyii,,,derrick,,kellyii,,0.0,24.0,1995-08-23,Derrick,,,1116853302668034048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Harrison Phillips,1737435607430.0,97.0,True,,,NT,,MIN,,5049,Active,,1.0,Stanford,31066.0,,978BC0FAB17D,19900.0,,830522.0,75,,3117255.0,#harrisonphillips-NFL-MIN-97,,12551.0,nfl,[],Millard West (NE),['DL'],Phillips,00-0034782,,9999999.0,harrisonphillips,,307,harrison,840b2183-02bc-4a2a-b415-c62ceecca1b2,phillips,DT,7.0,29.0,1996-01-25,Harrison,,,1113708710393311233,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kitan Oladapo,1723514453122.0,27.0,True,,,SS,,GB,,11763,Active,,2.0,Oregon State,,,C90B18A42AA3,,,1128535.0,74,,,#kitanoladapo-NFL-GB-27,,17884.0,nfl,[],Central Catholic (OR),['DB'],Oladapo,,,9999999.0,kitanoladapo,,216,kitan,abc5dadd-fe68-4a0e-8b64-6b6ca2717858,oladapo,DB,1.0,24.0,2000-10-10,Kitan,,,1113708800872837120,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jaret Patterson,1736816443759.0,34.0,True,,,RB,,LAC,,7537,Active,,6.0,Buffalo,,,7BF0543D63CD,,,1108937.0,68,,,#jaretpatterson-NFL-LAC-34,,15315.0,nfl,[],Saint Vincent Pallotti (MD),['RB'],Patterson,,,812.0,jaretpatterson,,195,jaret,82996e3b-b72d-41ca-8eb1-91e462ceff85,patterson,RB,4.0,25.0,1999-12-23,Jaret,,,1113708691422474240,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DJ Giddens,1745693429365.0,21.0,True,,,RB,,IND,,12471,Active,,3.0,Kansas State,,,8F2E72F7E0CE2396,,,,73,,,#djgiddens-NFL-IND-21,,18443.0,nfl,[],Junction City (KS),['RB'],Giddens,,,220.0,djgiddens,,212,dj,73ffa6e6-7fb3-4f34-a856-38bfd62cca15,giddens,RB,0.0,21.0,2003-08-26,DJ,,,1221956894571110400,0,,,59113d93-8197-4fe2-8cd4-3b5e6e0e5b99,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sam Young,1628103902743.0,0.0,True,,,,,,,578,Injured Reserve,,,Notre Dame,24155.0,,,11289.0,,,80,,13496.0,#samyoung-NFL-FA-0,,6756.0,nfl,[],St. Thomas Aquinas (FL),"['OL', 'OT']",Young,00-0027778,,9999999.0,samyoung,,302,sam,f28f45f8-a617-4caa-8332-ccfff0dddc07,young,OT,12.0,34.0,1987-06-24,Sam,,,1116853162209181696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jamie Meder,1584575125621.0,61.0,True,,,,,,,1874,Active,,,Ashland,27983.0,,,16091.0,,,74,,17214.0,#jamiemeder-NFL-FA-61,,10025.0,nfl,[],Valley Forge (OH),['DL'],Meder,00-0030697,,9999999.0,jamiemeder,,308,jamie,3a8befa1-04e8-4aa7-bc14-504e3d2de483,meder,DT,8.0,30.0,1991-04-12,Jamie,794047.0,,1116852766464016384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Damarius Travis,,0.0,True,,,,,,,4431,Active,,,Minnesota,30673.0,,,19291.0,,,74,,2970724.0,#damariustravis-NFL-FA-0,,12005.0,nfl,[],Pensacola (FL),['DB'],Travis,00-0033397,,9999999.0,damariustravis,,215,damarius,059715eb-7177-47ba-8083-90dca29f0380,travis,SS,5.0,27.0,1994-04-19,Damarius,,,1116852965924143104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Rodney Randle,,39.0,True,,,,,,,6256,Active,,,Lamar,32550.0,,,21189.0,,876420.0,72,,3910120.0,#rodneyrandle-NFL-FA-39,,14266.0,nfl,[],Ozen (TX),['DB'],Randle, 00-0035435,,9999999.0,rodneyrandle,,205,rodney,b9d69750-a1b9-4b59-a679-4900c672cc97,randle,CB,4.0,26.0,1997-02-27,Rodney,,,1116853223064338432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jordan James,1746985545211.0,29.0,True,,,RB,,SF,,12467,Active,,3.0,Oregon,,,1D200AF41E6ADDE6,,,,69,,,#jordanjames-NFL-SF-29,,18485.0,nfl,[],Oakland (TN),['RB'],James,,,226.0,jordanjames,,208,jordan,c16040c3-7534-4eeb-956c-8ed3be9972ec,james,RB,0.0,21.0,2004-03-29,Jordan,,,1221956922949771265,0,,,c55063d0-8e84-11ec-8d02-85ead82574a9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Beau Gardner,,0.0,True,,,,,,,2909,Active,,,Northern Arizona,28821.0,,,17377.0,,,76,,,#beaugardner-NFL-FA-0,,10642.0,nfl,[],Mesa High School,['TE'],Gardner,,,9999999.0,beaugardner,,240,beau,57cfbffe-ed6b-417d-9ca6-8ffcc2ab4d55,gardner,TE,10.0,35.0,1989-12-27,Beau,612192.0,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Josh Keyes,1545948657468.0,0.0,False,,,,,,,2833,Inactive,,,Boston College,28788.0,,,17301.0,,,74,,2576461.0,#joshkeyes-NFL-FA-0,,10711.0,nfl,[],Chatham (NY),['LB'],Keyes,00-0031847,,9999999.0,joshkeyes,,223,josh,5651ca6a-4d61-41ec-8bf4-341069ee0591,keyes,LB,7.0,28.0,1993-01-23,Josh,605383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11259.0,Andrew Berry,,0.0,False,,,,,,,6766,Inactive,,,,,,,17897.0,,,,,,#andrewberry-NFL-FA-0,,,nfl,[],,,Berry,,,9999999.0,andrewberry,,,andrew,,berry,,0.0,,,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Dan Mccullers-sanders,,0.0,False,,,,,,,5812,Inactive,,,Tennessee,,,,20709.0,,,,,,#danmccullerssanders-NFL-FA-0,,,nfl,[],,['DL'],Mccullers-sanders,,,9999999.0,danmccullerssanders,,,dan,,mccullerssanders,DT,0.0,26.0,1992-08-11,Dan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knee,14012.0,Bryce Love,1618933803497.0,35.0,True,,,,,,,5889,Inactive,,,Stanford,31944.0,,,20863.0,,,69,,3931398.0,#brycelove-NFL-FA-35,,13458.0,nfl,[],Wake Forest (NC),['RB'],Love, 00-0035256,Questionable,127.0,brycelove,,205,bryce,6cf9a842-dc3f-408a-887a-97b0b07d4289,love,RB,3.0,24.0,1997-07-08,Bryce,884948.0,Inflammation,1116853173672214528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Amani Hooker,1748646657141.0,37.0,True,,,SS,,TEN,,5908,Active,,1.0,Iowa,31948.0,,0B397D31D25D,20811.0,,923916.0,71,,4036134.0,#amanihooker-NFL-TEN-37,,13550.0,nfl,[],Park Center (MN),['DB'],Hooker, 00-0035632,,9999999.0,amanihooker,,210,amani,aac96096-362f-4254-952a-5b3b04472f19,hooker,DB,6.0,27.0,1998-06-14,Amani,,,1113708834003644416,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4206.0,Matt Spaeth,,89.0,False,,,,,,,250,Inactive,,,Minnesota,8331.0,,,6293.0,,,"6'7""",,10521.0,#mattspaeth-NFL-FA-89,,5304.0,nfl,[],St. Michael-Albertville HS (MN),['TE'],Spaeth,,,9999999.0,mattspaeth,,260,matt,0a40642d-f976-4077-9494-c627e28571de,spaeth,TE,13.0,36.0,1983-11-24,Matt,215944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nate Evans,1620250556809.0,0.0,True,,,,,,,7291,Active,,,Central Florida,33125.0,,,22287.0,,944017.0,73,,4042125.0,#nateevans-NFL-FA-0,,14412.0,nfl,[],John Curtis Christian (LA),['LB'],Evans,,,1968.0,nateevans,,241,nate,818450c3-93a0-417e-80c1-b49a1bc541b2,evans,LB,2.0,23.0,1998-02-27,Nate,,,1116853363128926208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jorvorskie Lane,,46.0,False,,,,,,,1235,Inactive,,,Texas A&M,26548.0,,,14538.0,,,"5'11""",,12510.0,#jorvorskielane-NFL-FA-46,,8456.0,nfl,[],Lufkin (TX),['RB'],Lane,,,9999999.0,jorvorskielane,,258,jorvorskie,56a1e68a-0aed-4e45-96af-92d3aa0dd5d2,lane,FB,8.0,33.0,1987-02-04,Jorvorskie,300523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tyler Richardson,,35.0,True,,,,,,,11287,Active,,,Tiffin,,,,,,1446763.0,70,,,#tylerrichardson-NFL-FA-35,,,nfl,[],La Salle (OH),['DB'],Richardson,,,9999999.0,tylerrichardson,,193,tyler,62c20c30-eb87-11ed-9958-1fd4e20c8252,richardson,CB,1.0,,,Tyler,,,1116852672989757440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mandel Dixon,,49.0,False,,,,,,,3905,Inactive,,,Tulsa,30035.0,,,18731.0,,,"6'2""",,,#mandeldixon-NFL-FA-49,,11606.0,nfl,[],,['TE'],Dixon,,,9999999.0,mandeldixon,,240,mandel,,dixon,TE,0.0,25.0,1993-04-21,Mandel,824442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Michael Bennett,1564184455174.0,0.0,False,,,,,,,2482,Inactive,,,Ohio State,28568.0,,,16940.0,,,74,,2576371.0,#michaelbennett-NFL-FA-0,,10312.0,nfl,[],Centerville (OH),['DL'],Bennett,00-0032154,,9999999.0,michaelbennett,,287,michael,eb96d887-4380-491e-b22f-b0cdd0bd64f5,bennett,DT,7.0,28.0,1993-02-24,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Rohan Gaines,,36.0,False,,,,,,,3744,Inactive,,,Arkansas,29745.0,,,18556.0,,,"5'11""",,2574521.0,#rohangaines-NFL-FA-36,,11572.0,nfl,[],,['DB'],Gaines,,,9999999.0,rohangaines,,195,rohan,,gaines,SS,0.0,25.0,1993-04-01,Rohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Devante Davis,,0.0,True,,,,,,,2577,Active,,,UNLV,,,,17042.0,,,75,,2575955.0,#devantedavis-NFL-FA-0,,,nfl,[],North Shore,['WR'],Davis,,,9999999.0,devantedavis,,215,devante,fa46801c-274e-42d0-bedc-7d5d63f92262,davis,WR,10.0,32.0,1992-10-13,Devante,606351.0,,1202954210098806785,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jawuan Johnson,,0.0,True,,,,,,,6721,Active,,,Texas Christian,32632.0,,,21642.0,,,71,,3126021.0,#jawuanjohnson-NFL-FA-0,,13569.0,nfl,[],New Boston,['LB'],Johnson,,,9999999.0,jawuanjohnson,,224,jawuan,d2efe0f7-7fd2-429a-be4b-9f80ab4b31be,johnson,LB,3.0,25.0,1996-06-13,Jawuan,,,1116853298075271168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kamal Hadden,1714256136519.0,36.0,True,,,DB,,GB,,11787,Active,,,Tennessee,,,90F447592ED7,,,1166495.0,73,,,#kamalhadden-NFL-GB-36,,17832.0,nfl,[],River Rouge (MI),['DB'],Hadden,,,9999999.0,kamalhadden,,192,kamal,ae33b86e-d67d-4b38-87e8-f7c666b4a88b,hadden,DB,1.0,24.0,2001-01-17,Kamal,,,1113708751270998016,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Doug McNeil,,19.0,False,,,,,,,2615,Inactive,,,Bowie State,28359.0,,,17083.0,,,"6'3""",,2273426.0,#dougmcneil-NFL-FA-19,,10166.0,nfl,[],,['WR'],McNeil,,,9999999.0,dougmcneil,,200,doug,f9aa7f61-cbca-4e9f-afb1-a058a0706789,mcneil,WR,2.0,30.0,1988-07-22,Doug,561330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Shane Lee,,,True,,,,,,,12419,Active,,,USC,,,A5BEC4C08ED7,,,1160354.0,72,,,#shanelee-NFL-FA,,18351.0,nfl,[],St. Frances Academy (MD),['LB'],Lee,,,9999999.0,shanelee,,240,shane,d5371520-1454-11ef-a8c6-236788b8bee4,lee,LB,1.0,24.0,2000-12-12,Shane,,,1113708694010359808,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Isaac Gifford,,25.0,True,,,DB,,CAR,,12958,Active,,,Nebraska,,,92F61D52F05C99E8,,,,72,,,#isaacgifford-NFL-CAR-25,,19020.0,nfl,[],Lincoln Southeast (NE),['DB'],Gifford,,,9999999.0,isaacgifford,,203,isaac,0cefabe0-2515-11f0-a68f-05e563e4f5c3,gifford,DB,0.0,,,Isaac,,,1222983688405397504,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undisclosed,,Chris Lacy,1693863655591.0,15.0,True,,,,,,,5661,Active,,,Oklahoma State,31651.0,,,20511.0,,835417.0,75,,3122430.0,#chrislacy-NFL-FA-15,,12952.0,nfl,[],DeSoto (TX),['WR'],Lacy,00-0034593,Questionable,9999999.0,chrislacy,,205,chris,b2c4ef6b-4caf-4f4e-9cdd-3bd9f2e38d01,lacy,WR,5.0,27.0,1996-01-28,Chris,835417.0,,1116853140201668608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Griffin McDowell,,,True,,,,,,,12204,Active,,,Chattanooga,,,7222C6339099,,,1117352.0,76,,,#griffinmcdowell-NFL-FA,,18221.0,nfl,[],Lee County (GA),['OT'],McDowell,,,9999999.0,griffinmcdowell,,301,griffin,a336e540-07df-11ef-b421-399cfa1d1553,mcdowell,OT,1.0,25.0,1999-12-28,Griffin,,,1113708750847373312,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hale Hentges,1607571339978.0,87.0,True,,,,,,,6439,Injured Reserve,,,Alabama,32295.0,,,21344.0,,,76,,3925348.0,#halehentges-NFL-FA-87,,14094.0,nfl,[],Helias (MO),['TE'],Hentges, 00-0035025,,531.0,halehentges,,245,hale,fe7dea44-fd21-45e4-a8f0-1436e1108da1,hentges,TE,3.0,25.0,1996-08-19,Hale,884045.0,,1116853251224895488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Marlon Character,,0.0,True,,,,,,,7999,Active,,,Louisville,,,,,,944432.0,73,,,#marloncharacter-NFL-FA-0,,15622.0,nfl,[],Grady (GA),['DB'],Character,,,,marloncharacter,,195,marlon,6a96e03c-f646-4221-bb4d-48d209f43a1e,character,DB,1.0,25.0,1996-12-08,Marlon,,,1116853449162489856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Chris Westry,1692810641825.0,20.0,True,,,,,,,6243,Active,,,Kentucky,32199.0,,,21174.0,,881644.0,76,,3915255.0,#chriswestry-NFL-FA-20,,13914.0,nfl,[],Oakleaf (FL),['DB'],Westry, 00-0035422,,9999999.0,chriswestry,,210,chris,ac84c815-7ed4-49b2-b84a-08cf6c016eb5,westry,CB,4.0,26.0,1997-07-10,Chris,,,1116853220904271872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jerome Smith,,34.0,False,,,,,,,2177,Inactive,,,Syracuse,28076.0,,,16541.0,,,"5'11""",,17256.0,#jeromesmith-NFL-FA-34,,,nfl,[],,['RB'],Smith,,,9999999.0,jeromesmith,,220,jerome,4bb93f66-35ac-46ed-9010-787662c3ca46,smith,RB,1.0,26.0,1991-04-06,Jerome,558703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Zion Puckett,,,True,,,,,,,12343,Active,,,Auburn,,,,,,,72,,,#zionpuckett-NFL-FA,,,nfl,[],Spalding (GA),['DB'],Puckett,,,9999999.0,zionpuckett,,226,zion,77771cd0-0c95-11ef-bed6-cfdc8d5ebb25,puckett,DB,1.0,,,Zion,,,1116852723342376960,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undisclosed,,Sean Harlow,1724982906475.0,64.0,True,,,,,,,4155,Inactive,,,Oregon State,30249.0,,FC31BD7904E6,19001.0,,729492.0,76,,3045286.0,#seanharlow-NFL-FA-64,,11796.0,nfl,[],San Clemente (CA),"['OG', 'OL']",Harlow,00-0033511,Questionable,9999999.0,seanharlow,,284,sean,f4f08533-c692-4aba-84fe-fc21101c7bda,harlow,OL,7.0,29.0,1995-03-28,Sean,,,1116852931010756608,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11396.0,Yannick Ngakoue,1735668624645.0,55.0,True,,,,,,,3238,Active,,,Maryland,29303.0,,0EF9CBBAEDCC,17999.0,,745806.0,75,,3053044.0,#yannickngakoue-NFL-FA-55,,11146.0,nfl,[],Friendship Collegiate Academy (DC),['DL'],Ngakoue,00-0033123,,9999999.0,yannickngakoue,,250,yannick,41524c86-8ab6-42e9-871b-a00e29cd2705,ngakoue,DE,8.0,29.0,1995-03-31,Yannick,,,1116852840443150336,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14076.0,Darnell Savage,1736542244937.0,6.0,True,,,FS,,JAX,,6210,Active,,1.0,Maryland,31853.0,,5BE4A718FF4E,21107.0,,877793.0,71,,3915419.0,#darnellsavage-NFL-JAX-6,,13810.0,nfl,[],Caravel Academy (DE),['DB'],Savage, 00-0034968,,9999999.0,darnellsavage,,198,darnell,e1b066fb-d077-42a3-9f5d-4ed560c9d777,savage,DB,6.0,27.0,1997-07-30,Darnell,,,1113708893957025792,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gable Steveson,1717203620511.0,,True,,,,,,,12420,Active,,,Minnesota,,,AC52DA2C3355,,,1313208.0,73,,,#gablesteveson-NFL-FA,,18409.0,nfl,[],Apple Valley (MN),['DL'],Steveson,,,9999999.0,gablesteveson,,265,gable,9c94b760-1f88-11ef-b0c9-ddc901dc7390,steveson,DT,1.0,24.0,2000-05-31,Gable,,,1113708757717643264,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Erik Ezukanma,1735501810400.0,84.0,True,,,LWR,,MIA,,8114,Active,,5.0,Texas Tech,,,B931FF5D91A0,,,1120915.0,74,,,#erikezukanma-NFL-MIA-84,,15815.0,nfl,[],Timber Creek (TX),['WR'],Ezukanma,,,694.0,erikezukanma,,206,erik,7934c2db-a5f1-404c-a313-74a8aacd5946,ezukanma,WR,3.0,25.0,2000-01-25,Erik,,,1113708737819865088,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11550.0,Geronimo Allison,1669157152692.0,82.0,True,,,,,,,3503,Active,,,Illinois,29719.0,,,18269.0,,821159.0,75,,3115913.0,#geronimoallison-NFL-FA-82,,10884.0,nfl,[],Spoto (FL),['WR'],Allison,00-0032626,,9999999.0,geronimoallison,,202,geronimo,cadecca8-a102-43a5-9a0c-f7cef0b9a579,allison,WR,6.0,28.0,1994-01-18,Geronimo,821159.0,,1116852869903941632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ben Gedeon,1605056761849.0,42.0,True,,,,,,,4172,Inactive,,,Michigan,30233.0,,,19018.0,,,74,,3045212.0,#bengedeon-NFL-FA-42,,11972.0,nfl,[],Hudson (OH),['LB'],Gedeon,00-0033944,,1182.0,bengedeon,,244,ben,1cf282eb-ab14-4d2d-8a0d-702ddd83cfcc,gedeon,LB,5.0,27.0,1994-10-16,Ben,,,1116852933070159872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Taylor Mays,1554246034479.0,27.0,False,,,,,,,637,Inactive,,,Southern California,24024.0,,,11590.0,,,"6'3""",,13286.0,#taylormays-NFL-FA-27,,6644.0,nfl,[],O'Dea (WA),['DB'],Mays,,,9999999.0,taylormays,,225,taylor,049632f6-5a72-473f-9dd9-652a78eeb077,mays,FS,10.0,32.0,1988-02-07,Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Chris Olave,1748614829903.0,12.0,True,,,LWR,,NO,,8144,Active,,1.0,Ohio State,,,016969998F62,,,1122592.0,72,,,#chrisolave-NFL-NO-12,,15895.0,nfl,[],Mission Hills (CA),['WR'],Olave,,,58.0,chrisolave,,187,chris,2375d572-a36c-4365-bb3f-87e156526e2f,olave,WR,3.0,25.0,2000-06-27,Chris,,,1113708682526355457,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Cam Jones,1732907454543.0,44.0,True,,,ROLB,,KC,,11315,Active,,2.0,Indiana,,,3011666496C1,,,1126265.0,74,,,#camjones-NFL-KC-44,,17102.0,nfl,[],St. Benedict at Auburndale (TN),['LB'],Jones,,,9999999.0,camjones,,227,cam,14b8cda0-ec39-11ed-aeaf-cb0dc6206dc5,jones,LB,2.0,25.0,1999-10-21,Cam,,,1113708747689062400,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Brenden Rice,1748466317376.0,82.0,True,,,SWR,,LAC,,11621,Active,,8.0,USC,,,35196EC36474,,,1225999.0,75,,,#brendenrice-NFL-LAC-82,,17756.0,nfl,[],Hamilton (AZ),['WR'],Rice,,,511.0,brendenrice,,210,brenden,5c33558d-02fb-4c99-88d3-37083472c19f,rice,WR,1.0,23.0,2002-03-18,Brenden,,,1113708690734608384,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tim Lelito,1510084201233.0,63.0,False,,,,,,,1754,Injured Reserve,,,Grand Valley State,26952.0,,,15771.0,,,"6'4""",,16146.0,#timlelito-NFL-FA-63,,9115.0,nfl,[],East China School District (MI),['OL'],Lelito,,,9999999.0,timlelito,,315,tim,cf301e4c-f4e9-4f7a-aed6-61880af7fd16,lelito,G,7.0,31.0,1989-07-21,Tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
